,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
97,N1,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109,LRP376,57,370.98199999999997,LRP378,593,373.475,2.4930000000000003,18469.0,2.0000000000000413,17.499999999999638,297.49999999999386,79.49999999999835,205.99999999999574,67.9999999999986,379.99999999999216,58.999999999998785,54.49999999999888,773.999999999984,201.49999999999585,58.999999999998785,224.99999999999537,0.0,2137.499999999956,283.99999999999415,2421.49999999995
98,N1,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110,LRP378,593,373.475,LRP386,724,381.481,8.006,18469.0,1.999999999999993,17.500000000000064,297.5000000000011,79.50000000000028,206.00000000000074,68.00000000000024,380.00000000000136,59.00000000000021,54.50000000000019,774.0000000000027,201.5000000000007,59.00000000000021,225.0000000000008,0.0,2137.5000000000077,284.000000000001,2421.5000000000086
99,N1,N1-65,Coxsbazar Link Road N110-Maricha Z1009,LRP386,724,381.481,LRP403,217,398.205,16.724,14287.0,1.9999999999999987,12.000000000000009,227.50000000000014,68.50000000000004,64.50000000000004,100.00000000000007,284.00000000000017,65.50000000000004,71.00000000000004,1238.000000000001,209.50000000000014,48.500000000000036,521.0000000000003,0.0,2340.5000000000014,569.5000000000003,2910.000000000002
100,N1,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503,LRP403,217,398.205,LRP413,300,408.434,10.229,14287.0,2.0000000000000084,11.99999999999995,227.49999999999903,68.49999999999972,64.49999999999973,99.99999999999957,283.9999999999988,65.49999999999973,70.9999999999997,1237.9999999999948,209.49999999999912,48.499999999999794,520.9999999999978,0.0,2340.49999999999,569.4999999999976,2909.9999999999877
101,N1,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504,LRP413,300,408.434,LRP420,900,416.04400000000004,7.61,14287.0,2.0000000000000036,11.999999999999979,227.4999999999996,68.49999999999987,64.49999999999989,99.99999999999983,283.9999999999995,65.49999999999989,70.99999999999987,1237.9999999999977,209.49999999999963,48.499999999999915,520.9999999999991,0.0,2340.499999999996,569.499999999999,2909.999999999995
102,N1,N1-68,GundumGundum Z1504 - Whykong Z1133,LRP420,900,416.04400000000004,LRP433,521,428.908,12.864,14287.0,1.9999999999999962,12.000000000000023,227.50000000000043,68.50000000000013,64.50000000000013,100.00000000000018,284.0000000000005,65.50000000000013,71.00000000000013,1238.0000000000023,209.5000000000004,48.50000000000009,521.000000000001,0.0,2340.5000000000045,569.500000000001,2910.0000000000055
103,N1,N1-69,Whykong Z1133 - Teknaf,LRP433,521,428.908,LRP467,130,462.254,33.346,14287.0,2.0000000000000004,11.999999999999998,227.49999999999994,68.49999999999999,64.49999999999999,99.99999999999997,283.99999999999994,65.49999999999999,70.99999999999999,1237.9999999999998,209.49999999999994,48.499999999999986,520.9999999999999,0.0,2340.4999999999995,569.4999999999999,2909.9999999999995
104,N101,N101-1,Comilla (Balutopa)- Bibirbazar Land Port,LRPS,0,0.0,LRPE,0,6.021,6.021,41556.0,2.0,115.5,585.0,168.0,142.5,98.5,112.0,210.5,82.0,2725.0,310.5,98.0,206.5,0.0,4549.5,304.5,4854.0
105,N102,N102-1,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0.0,LRP009,1110,10.206,10.206,41556.0,2.0,115.5,585.0,168.0,142.5,98.5,112.0,210.5,82.0,2725.0,310.5,98.0,206.5,0.0,4549.5,304.5,4854.0
106,N102,N102-2,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,41556.0,2.0000000000000004,115.49999999999997,584.9999999999999,167.99999999999997,142.49999999999997,98.49999999999997,111.99999999999997,210.49999999999994,81.99999999999999,2724.9999999999995,310.49999999999994,97.99999999999997,206.49999999999994,0.0,4549.499999999999,304.49999999999994,4853.999999999999
107,N102,N102-4,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473000000000003,LRP038,408,38.866,13.392999999999999,40580.0,1.9888001194653921,173.97424538218954,422.3652200030035,289.11904940681785,229.78679231115785,23.12952395254543,219.22766181108278,53.80128397657307,116.15043550082596,1269.6097386995045,242.86000150172703,62.349151524252896,254.92757921609854,0.0,3040.0239525454276,317.27673074035147,3357.300683285779
108,N102,N102-5,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,40580.0,2.0,173.0,420.0,287.5,228.5,23.0,218.0,53.5,115.5,1262.5,241.5,62.0,253.5,0.0,3023.0,315.5,3338.5
109,N102,N102-6,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,40580.0,1.924413937058446,179.7949980183976,436.4965269810808,298.79226549300176,237.47489622661183,23.90338123944014,226.56248305208481,55.60134331782815,120.03654491979722,1312.0877745562252,250.98550301412146,64.43520160196907,263.4568323564381,0.0,3141.735716818589,327.8920339584071,3469.627750776996
110,N102,N102-7,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.06100000000001,6.178,40580.0,1.500000000000001,230.6666666666665,559.9999999999995,383.33333333333303,304.66666666666646,30.666666666666643,290.66666666666646,71.33333333333329,153.9999999999999,1683.3333333333321,321.9999999999998,82.6666666666666,337.9999999999998,0.0,4030.666666666664,420.66666666666634,4451.33333333333
111,N102,N102-8,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.06100000000001,LRP070,419,71.456,8.395,55172.0,1.8309112567004162,53.52525942552294,738.4301096255817,629.194886308188,392.15445170944355,103.2272860349371,477.3579258970107,96.67317263589347,279.642171692528,3053.6706678377423,468.6191080316192,114.15080836667647,568.5693373670344,0.0,6292.495039198467,682.720145733711,6975.215184932178
112,N102,N102-9,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,55172.0,1.9999999999999991,49.00000000000002,676.0000000000003,576.0000000000002,359.00000000000017,94.50000000000004,437.00000000000017,88.50000000000004,256.0000000000001,2795.5000000000014,429.00000000000017,104.50000000000004,520.5000000000002,0.0,5760.500000000003,625.0000000000002,6385.500000000003
113,N102,N102-10,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111000000000001,55172.0,1.770904925544101,55.33893919793014,763.4514877102199,650.5148771021992,405.44243208279426,106.72509702457955,493.5329883570504,99.94890038809831,289.117723156533,3157.1429495472184,484.49805950840874,118.01875808538162,587.8350582147477,0.0,6505.713454075032,705.8538163001293,7211.567270375161
114,N103,N103-1,Kuatali-Ghaturia,LRPS,0,0.0,LRPE,0,4.779,4.779,5054.0,2.3075957313245454,0.0,47.66866158868334,62.402611534276375,0.0,0.0,98.80413492927093,24.701033732317732,59.80250272034819,5112.247279651794,612.3256256800869,311.1463547334058,5240.9526659412395,0.0,6017.951849836778,5552.099020674645,11570.050870511423
115,N104,N104-1,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,LRPS,0,0.0,LRPS,1878,1.8780000000000001,1.8780000000000001,26071.0,3.9169329073482424,22.97716150081566,172.3287112561175,103.652528548124,55.400489396411096,96.75938009787929,131.99102773246332,15.57340946166395,44.42251223491028,1195.578303425775,152.4151712887439,65.8678629690049,339.0407830342578,0.0,1991.0986949429039,404.9086460032627,2396.0073409461666
116,N104,N104-2,Feni (Int. with N1)-Feni (Temohoni)Int.with Z1444,LRPS,1878,1.8780000000000001,LRP004,270,4.35,2.472,26071.0,1.9999999999999996,45.00000000000001,337.50000000000006,203.00000000000006,108.50000000000003,189.50000000000003,258.50000000000006,30.500000000000007,87.00000000000001,2341.5000000000005,298.50000000000006,129.00000000000003,664.0000000000001,0.0,3899.500000000001,793.0000000000002,4692.500000000001
117,N104,N104-4,Selonia(Int.with Z1443)-Daganbhuiyan (Int.with Z1441),LRP008,485,8.315,LRP014,994,14.809000000000001,6.494,26071.0,2.0000000000000004,44.99999999999999,337.49999999999994,202.99999999999994,108.49999999999997,189.49999999999997,258.49999999999994,30.499999999999993,86.99999999999999,2341.4999999999995,298.49999999999994,128.99999999999997,663.9999999999999,0.0,3899.499999999999,792.9999999999998,4692.499999999999
118,N104,N104-5,Daganbhuiyan (Int.with Z1441)-Tulatali (Int.with Z1030),LRP014,994,14.809000000000001,LRP017,230,17.13,2.3209999999999997,29326.0,1.9999999999999984,33.50000000000003,410.00000000000034,213.00000000000017,161.0000000000001,102.50000000000009,140.5000000000001,22.000000000000018,45.000000000000036,2073.500000000002,384.0000000000003,166.00000000000014,614.0000000000005,4.0000000000000036,3585.0000000000027,784.0000000000006,4369.000000000004
119,N104,N104-6,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),LRP017,230,17.13,LRP023,923,23.823,6.693,29326.0,2.0000000000000004,33.49999999999999,409.9999999999999,212.99999999999994,160.99999999999997,102.49999999999997,140.49999999999997,21.999999999999996,44.99999999999999,2073.4999999999995,383.99999999999994,165.99999999999997,613.9999999999999,3.999999999999999,3584.999999999999,783.9999999999998,4368.999999999999
120,N104,N104-7,Kallandi (Int.with Z1421)- Chowmohoni (Int.with Z1420),LRP023,923,23.823,LRP032,2120,34.12,10.297,29326.0,2.5962901816062915,25.80605221814919,315.8352659534677,164.08027231241127,124.02311663050804,78.95881648836692,108.23135333283466,16.9472581731129,34.664846263185474,1597.279082815891,295.8066881125161,127.87476621530642,472.98256901324186,3.081319667838709,2761.632752300443,603.938654896387,3365.57140719683
121,N104,N104-8,Chowmohoni (Int.with Z1420)-Chowmohoni (Int.with R142 & R140),LRP032,2120,34.12,LRP032,4033,36.033,1.913,29326.0,3.0768426555149033,21.775569147128742,266.50696568127717,138.45361875637082,104.65273530411127,66.62674142031929,91.32738702004741,14.300373768263652,29.250764525993834,1347.8102276588493,249.6065239551474,107.90282025144393,399.1104315324492,2.6000679578661186,2330.3109072375087,509.61331974175926,2839.924226979268
122,N104,N104-9,Chowmohoni (Int.with R142 & R140)-Maijdee Bazar(Int.with R143),LRP032,4033,36.033,LRP042,1230,43.03,6.997000000000001,42955.0,1.9999999999999998,23.000000000000004,631.5000000000001,312.50000000000006,487.50000000000006,282.50000000000006,377.50000000000006,73.50000000000001,178.50000000000003,1533.0000000000002,533.0000000000001,135.00000000000003,223.50000000000003,0.0,4432.500000000001,358.50000000000006,4791.000000000001
123,N104,N104-10,Maijdee Bazar(Int.with R143)-Maijdee(Int.with Z1429),LRP042,1230,43.03,LRP044,1380,45.2,2.17,42955.0,2.6728110599078363,17.210344827586194,472.53620689655133,233.83620689655154,364.7844827586204,211.3879310344826,282.47413793103425,54.99827586206892,133.56724137931025,1147.1068965517231,398.8310344827583,101.01724137931026,167.23965517241365,0.0,3316.732758620687,268.2568965517239,3584.989655172411
124,N104,N104-11,Maijdee(Int.with Z1429)-Sonapur,LRP044,1380,45.2,LRPE,0,49.63,4.43,25381.0,2.0,9.5,337.5,248.0,251.0,248.0,239.5,66.0,196.5,1840.5,512.5,223.0,271.0,0.0,3949.0,494.0,4443.0
125,N105,N105-1,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0.0,LRP006,181,6.309,6.309,119699.0,2.126802979870027,158.92398270979282,1827.6258011626173,363.9265166194664,46.078551199880756,61.594798032493664,372.86011328066775,138.23565359964226,291.0471754359815,2644.8148010135637,259.54449247279774,68.1774482039052,774.8719630347294,0.0,6164.651885526904,843.0494112386347,7007.701296765539
126,N105,N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.802999999999999,6.494,117146.0,1.9999999999999998,122.50000000000001,1722.0000000000002,740.5000000000001,10.000000000000002,0.0,579.5000000000001,51.00000000000001,477.00000000000006,1166.0000000000002,329.50000000000006,90.00000000000001,505.50000000000006,0.0,5198.000000000001,595.5000000000001,5793.500000000001
127,N105,N105-4,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.388999999999999,120955.0,2.040330220598187,156.8373573892279,1820.7836959405674,566.0848368267444,0.49011674184133713,0.0,454.82833642876085,49.99190766781639,394.0538604404351,560.6935526664897,304.8526134253117,49.99190766781639,177.9123772884054,0.0,4308.616277527195,227.90428495622177,4536.520562483417
128,N105,N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.547999999999999,120955.0,2.184552199258082,146.48310995208925,1700.577354600036,528.7124749833221,0.45775971860027886,0.0,424.8010188610588,46.691491297228445,368.03881375462424,523.677118078719,284.72654496937344,46.691491297228445,166.16677785190123,0.0,4024.1656862150517,212.85826914912968,4237.023955364181
129,N105,N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998000000000005,9.84,120955.0,2.028252032520327,157.77131977152004,1831.6264154724906,569.4558573003302,0.49303537428600014,0.0,457.53682733740817,50.28960817717201,396.4004409259441,564.0324681831842,306.6680028058921,50.28960817717201,178.97184086581805,0.0,4334.273975348227,229.26144904299008,4563.535424391217
130,N105,N105-7,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998000000000005,LRPE,0,48.881,2.883,115876.0,2.2448838015955532,146.1100123609399,1377.3541409147138,800.0414091470976,156.35553152039603,137.64632262051958,615.176606922128,80.62778121137231,552.3671199011142,553.7034919653911,201.3467243510513,66.3731458590855,602.703800988877,0.0,4620.729140914724,669.0769468479625,5289.806087762687
131,N106,N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0.0,LRP010,2084,12.192,12.192,78504.0,3.256561679790026,3.6848680233729603,820.4972798710457,217.71428571428572,232.45375780777758,227.54060044328028,230.30425146081,88.74390489623212,326.4178924037881,2707.4567801732824,416.0830143058634,71.85492645577273,120.67942776546444,0.0,5270.896635099738,192.53435422123715,5463.430989320976
132,N106,N106-2,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.320999999999998,7.129,25192.0,1.9999999999999996,0.0,388.0000000000001,181.00000000000003,98.50000000000003,110.00000000000003,140.50000000000003,108.50000000000003,148.00000000000003,2740.5000000000005,539.0000000000001,288.00000000000006,471.5000000000001,0.0,4454.000000000001,759.5000000000001,5213.500000000001
133,N106,N106-4,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.296999999999997,LRP025,820,25.278000000000002,0.981,25192.0,2.0000000000000107,0.0,387.99999999999795,180.99999999999903,98.49999999999947,109.99999999999942,140.49999999999926,108.49999999999942,147.9999999999992,2740.4999999999854,538.9999999999972,287.99999999999847,471.4999999999975,0.0,4453.999999999976,759.4999999999959,5213.499999999972
134,N106,N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278000000000002,LRP039,690,37.25,11.972000000000001,11574.0,1.9999999999999993,0.0,171.00000000000006,94.50000000000003,97.50000000000003,60.00000000000002,92.00000000000003,209.00000000000006,51.500000000000014,260.0000000000001,186.00000000000006,0.0,0.0,0.0,1221.5000000000005,0.0,1221.5000000000005
135,N106,N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,11574.0,2.0000000000000013,0.0,170.9999999999999,94.49999999999994,97.49999999999993,59.99999999999996,91.99999999999994,208.99999999999986,51.499999999999964,259.99999999999983,185.9999999999999,0.0,0.0,0.0,1221.499999999999,0.0,1221.499999999999
136,N106,N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.053999999999999,11574.0,1.9999999999999987,0.0,171.0000000000001,94.50000000000006,97.50000000000007,60.00000000000004,92.00000000000006,209.00000000000014,51.500000000000036,260.00000000000017,186.0000000000001,0.0,0.0,0.0,1221.500000000001,0.0,1221.500000000001
137,N106,N106-8,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303000000000004,8.424,4332.0,2.0000000000000018,0.0,45.99999999999996,63.49999999999994,27.999999999999975,51.99999999999996,51.49999999999996,41.499999999999964,17.499999999999986,451.9999999999996,235.4999999999998,0.0,0.0,0.0,987.4999999999991,0.0,987.4999999999991
138,N106,N106-9,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303000000000004,LRPE,0,66.85,9.547,4332.0,2.1246464858070575,0.0,43.30132123841456,59.7746499704201,26.357325971208862,48.94931966081646,48.478653125616304,39.06532242161314,16.47332873200554,425.48254782094307,221.68393807927455,0.0,0.0,0.0,929.5664070203126,0.0,929.5664070203126
139,N107,N107-1,Kalurghat-Int.with Z1065,LRPS,0,0.0,LRP002,939,2.957,2.957,16050.0,2.0,0.0,169.0,237.5,66.0,0.0,132.5,13.5,129.0,1342.5,407.5,153.0,182.5,0.0,2497.5,335.5,2833.0
140,N107,N107-2,Int.with Z1065-Shakpura (Int.with Z1802),LRP002,939,2.957,LRP002,3247,5.265,2.3080000000000003,16050.0,1.9999999999999996,0.0,169.00000000000003,237.50000000000006,66.00000000000001,0.0,132.50000000000003,13.500000000000004,129.00000000000003,1342.5000000000002,407.5000000000001,153.00000000000003,182.50000000000003,0.0,2497.5000000000005,335.50000000000006,2833.0000000000005
141,N108,N108-1,Keranirhat (int.with N1)-Bandarban,LRPS,0,0.0,LRPE,0,22.541,22.541,6580.0,2.0388181535867975,0.0,88.2864416737385,63.76243009770002,65.23387079226232,31.39073481732924,197.1730530713493,27.466892965163087,248.67347738103007,1077.0945884196096,304.58822377439776,108.8866113976108,501.2707966142263,0.0,2103.6697129925797,610.1574080118371,2713.827121004417
142,N109,N109-1,Ramu Hospital-Int.with Z1009,LRPS,0,0.0,LRP001,640,1.585,1.585,6580.0,2.5615141955835967,0.0,70.27093596059112,50.75123152709359,51.92241379310344,24.985221674876843,156.93842364532017,21.86206896551724,197.929802955665,857.3054187192116,242.43472906403937,86.66748768472905,398.9827586206896,0.0,1674.4002463054185,485.65024630541865,2160.050492610837
143,N109,N109-2,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,6580.0,3.0810810810810807,0.0,58.42105263157895,42.192982456140356,43.16666666666667,20.771929824561408,130.47368421052633,18.17543859649123,164.5526315789474,712.7368421052632,201.5526315789474,72.05263157894738,331.70175438596493,0.0,1392.043859649123,403.75438596491233,1795.7982456140353
144,N110,N110-1,Link Road (Cox Bazar)-Int with R180,LRPS,0,0.0,LRPS,1890,1.89,1.89,12910.0,2.0,0.0,127.0,205.0,226.0,99.5,258.5,209.5,116.5,1406.0,410.5,23.0,56.0,0.0,3058.5,79.0,3137.5
145,N110,N110-2,Int. with R180-Laboni More,LRPS,1890,1.89,LRP008,640,8.2,6.31,12910.0,2.0,0.0,127.0,205.0,226.0,99.5,258.5,209.5,116.5,1406.0,410.5,23.0,56.0,0.0,3058.5,79.0,3137.5
146,N111,N111-1,Kalusha Majar- Chittagong Port,LRPS,0,0.0,LRP010,2620,12.66,12.66,12910.0,2.1025276461295417,0.0,120.80697272522355,195.00338117063643,214.9793372905553,94.64798256818695,245.89450747614399,199.28394319633333,110.81899466526411,1337.4378240288527,390.48238034412805,21.878428131339696,53.26921631978361,0.0,2909.3553234653245,75.14764445112331,2984.5029679164477
147,N112,N112-1,Panchgachia (int.with N104) - Int.with N1,LRPS,0,0.0,LRPS,1220,1.22,1.22,12910.0,2.0327868852459017,0.0,124.95161290322581,201.69354838709677,222.3548387096774,97.89516129032258,254.3306451612903,206.1209677419355,114.62096774193549,1383.3225806451612,403.8790322580645,22.629032258064516,55.096774193548384,0.0,3009.1693548387098,77.7258064516129,3086.8951612903224
