road;km;type;LRPName;name;length;condition;structureNr;roadName;chainage;width;constructionYear;spans;zone;circle;division;sub-division;lat;lon;EstimatedLoc
Z2805;11.33;Box Culvert;LRP011a;.;6;A;117441;Dharmapasha-Madayanagar Road;11.33;4.6;1998;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.98809964;90.9814404;interpolate
Z2805;12.16;Box Culvert;LRP012a;.;1.8;A;117442;Dharmapasha-Madayanagar Road;12.16;7.6;1996;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.99541279;90.9827408;interpolate
Z2805;14.01;Box Culvert;LRP014a;.;5;A;117443;Dharmapasha-Madayanagar Road;14.01;4.6;1998;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.0106969;90.98701511;interpolate
Z2805;15.47;Box Culvert;LRP015a;.;1.8;A;117444;Dharmapasha-Madayanagar Road;15.47;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.02270488;90.9924219;interpolate
Z2805;16.03;Box Culvert;LRP016a;.;1.8;A;117445;Dharmapasha-Madayanagar Road;16.03;7.6;1995;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.02702175;90.98928394;interpolate
Z2805;16.49;Box Culvert;LRP016c;.;1.8;A;117446;Dharmapasha-Madayanagar Road;16.49;7.6;1995;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.03074379;90.98742082;interpolate
Z2805;16.83;Box Culvert;LRP016d;.;6;A;117447;Dharmapasha-Madayanagar Road;16.83;4.6;2001;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.03339888;90.98822398;interpolate
Z2805;16.97;Box Culvert;LRP016e;.;6;A;117448;Dharmapasha-Madayanagar Road;16.97;4.6;2001;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.03441983;90.98881702;interpolate
Z2805;17.14;Box Culvert;LRP017a;.;1.8;A;117449;Dharmapasha-Madayanagar Road;17.14;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.03489906;90.98890388;interpolate
Z2805;17.24;Box Culvert;LRP017b;.;1.8;A;117450;Dharmapasha-Madayanagar Road;17.24;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.03404022;90.98893069;interpolate
Z2805;17.77;Box Culvert;LRP017d;.;1.8;A;117451;Dharmapasha-Madayanagar Road;17.77;7.6;1998;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04109412;90.99116076;interpolate
Z2805;17.9;Box Culvert;LRP017e;.;1.2;A;117452;Dharmapasha-Madayanagar Road;17.9;7.6;1998;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04213855;90.9918191;interpolate
Z2805;18.04;Box Culvert;LRP018a;.;3;A;117453;Dharmapasha-Madayanagar Road;18.04;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04323906;90.99249702;interpolate
Z2805;18.31;Box Culvert;LRP018b;.;1.8;A;117454;Dharmapasha-Madayanagar Road;18.31;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04540139;90.99300892;interpolate
Z2805;18.55;Box Culvert;LRP018c;.;1.8;A;117455;Dharmapasha-Madayanagar Road;18.55;7.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04729881;90.99256449;interpolate
Z2805;18.82;Box Culvert;LRP018d;.;3;A;117456;Dharmapasha-Madayanagar Road;18.82;4.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.02888889;90.99166667;bcs1
Z2806;1.09;Box Culvert;LRP001a;.;10;A;118600;Niamatpur-Tahirpur Road;1.09;4.6;1998;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04981563;91.27310351;interpolate
Z2806;1.33;Box Culvert;LRP001b;.;4.5;A;118601;Niamatpur-Tahirpur Road;1.33;4.6;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.0511696;91.27128811;interpolate
Z2806;2.21;RCC Girder Bridge;LRP002a;.;30.1;A;118603;Niamatpur-Tahirpur Road;2.21;4.1;1989;3;Sylhet;Sylhet;Sunamganj;Sunamganj;25.05557527;91.26422263;interpolate
Z2806;3.31;Box Culvert;LRP003c;.;1.5;A;118604;Niamatpur-Tahirpur Road;3.31;5.5;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06269893;91.25673722;interpolate
Z2806;3.43;RCC Girder Bridge;LRP003d;.;10.1;A;118605;Niamatpur-Tahirpur Road;3.43;4.3;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06357726;91.25605346;interpolate
Z2806;4.04;PC Girder Bridge;LRP004a;Hasempur Bridge;31.25;A;120366;Niamatpur-Tahirpur Road;4.04;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06809993;91.25268708;interpolate
Z2806;6.46;Box Culvert;LRP006b;.;12;A;118611;Niamatpur-Tahirpur Road;6.46;4.3;1991;4;Sylhet;Sylhet;Sunamganj;Sunamganj;25.08901443;91.24834092;interpolate
Z2806;6.64;Box Culvert;LRP006c;.;2;A;118612;Niamatpur-Tahirpur Road;6.64;3.4;1996;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09045497;91.24751178;interpolate
Z2806;7.09;PC Girder Bridge;LRP007a;Lakha Chow Rasta Bridge;43.25;A;120367;Niamatpur-Tahirpur Road;7.09;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09386674;91.24507505;interpolate
Z2806;7.72;Box Culvert;LRP007d;.;10;A;118614;Niamatpur-Tahirpur Road;7.72;4.3;1991;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09571647;91.23980973;interpolate
Z2806;8.42;RCC Girder Bridge;LRP008b;.;23;A;118616;Niamatpur-Tahirpur Road;8.42;4.1;1991;3;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09577476;91.23285919;interpolate
Z2806;8.42;RCC Girder Bridge;LRP008b;qweqwe;1;A;120088;Niamatpur-Tahirpur Road;8.42;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09577476;91.23285919;interpolate
Z2806;9.64;RCC Girder Bridge;LRP009g;.;15.1;A;118619;Niamatpur-Tahirpur Road;9.64;4.4;1997;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.10250319;91.22541931;interpolate
Z2806;9.64;PC Girder Bridge;LRP009g;Alipur Bridge;31;A;120368;Niamatpur-Tahirpur Road;9.64;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;25.10250319;91.22541931;interpolate
Z2806;9.82;Slab Culvert;LRP009j;.;2;A;118620;Niamatpur-Tahirpur Road;9.82;4.1;1997;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.10329324;91.22408431;interpolate
Z2806;9.96;Box Culvert;LRP009k;.;1.5;A;118621;Niamatpur-Tahirpur Road;9.96;5.1;1998;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.10390773;91.22304597;interpolate
Z2806;11.39;Box Culvert;LRP011a;.;6;A;118622;Niamatpur-Tahirpur Road;11.39;4.3;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.10090222;91.21068743;interpolate
Z2806;11.66;Box Culvert;LRP011b;.;6;A;118623;Niamatpur-Tahirpur Road;11.66;4.8;1991;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09990405;91.20829903;interpolate
Z2806;15.98;Box Culvert;LRP015a;.;1.5;A;118624;Niamatpur-Tahirpur Road;15.98;4.2;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09138889;91.18833333;bcs1
Z2806;16.2;Box Culvert;LRP016a;.;1.5;A;118625;Niamatpur-Tahirpur Road;16.2;4.2;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09194444;91.18638889;bcs1
Z2806;16.69;Box Culvert;LRP016b;.;2;A;118626;Niamatpur-Tahirpur Road;16.69;4.3;1991;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.09333333;91.18194444;bcs1
Z2807;5.335;Slab Culvert;LRP006a;BOGLAPARA CULVERT;1;A;107208;Madanpur-Dirai-Sullah Road;5.335;8.5;1984;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.94470098;91.36586027;interpolate
Z2807;5.413;Baily with Steel Deck;LRP006b;BOGLA PARA BOX;30.3;A;107209;Madanpur-Dirai-Sullah Road;5.413;3.4;1994;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.94421554;91.36619777;interpolate
Z2807;5.413;Baily with Steel Deck;LRP006b;Bogla Para Bridge;30.3;A;120067;Madanpur-Dirai-Sullah Road;5.413;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;24.94421554;91.36619777;interpolate
Z2807;5.59;Slab Culvert;LRP006d;ALOMPUR;1;A;107212;Madanpur-Dirai-Sullah Road;5.59;8.5;1985;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.94292687;91.36594631;interpolate
Z2807;11.724;Baily with Steel Deck;LRP012b;Patharia Bridge;27.5;A;120070;Madanpur-Dirai-Sullah Road;11.724;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;24.89737042;91.34107063;interpolate
Z2807;13.51;Truss with Steel Deck;LRP014b;GAZI NAGAR;31;A;107225;Madanpur-Dirai-Sullah Road;13.51;3.9;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.8841062;91.34325126;interpolate
Z2807;17.783;Slab Culvert;LRP018b;SHARIUTPUR;6.3;A;107227;Madanpur-Dirai-Sullah Road;17.783;3.69;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;24.85225605;91.35746178;interpolate
Z2807;20.545;RCC Girder Bridge;LRP021a;BADAL PUR;81.9;A;107230;Madanpur-Dirai-Sullah Road;20.545;4.9;1987;3;Sylhet;Sylhet;Sunamganj;Sunamganj;24.83017566;91.36039593;interpolate
Z2807;20.629;RCC Girder Bridge;LRP021b;Badalpur Bridge;80.5;A;120074;Madanpur-Dirai-Sullah Road;20.629;;;;Sylhet;Sylhet;Sunamganj;Sunamganj;24.83001287;91.36032959;interpolate
Z2809;0.03;Box Culvert;LRPSa;.;6.8;A;117605;Osmani Biman Bandar Road;0.03;11;1998;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89164241;91.86998458;interpolate
Z2809;0.18;Box Culvert;LRPSb;.;2;A;117848;Osmani Biman Bandar Road;0.18;11;2001;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89277297;91.86949395;interpolate
Z2809;0.69;Box Culvert;LRPSc;.;2;A;117849;Osmani Biman Bandar Road;0.69;11;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89645587;91.86832024;interpolate
Z2809;0.78;Box Culvert;LRPSd;.;3.5;A;117850;Osmani Biman Bandar Road;0.78;11;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89692853;91.86837493;interpolate
Z2809;0.87;Box Culvert;LRPSe;.;2;A;117851;Osmani Biman Bandar Road;0.87;11;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89740118;91.86842962;interpolate
Z2809;1.2;Box Culvert;LRP001a;.;3.5;A;117839;Osmani Biman Bandar Road;1.2;11;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;24.89913425;91.86863015;interpolate
Z2809;1.39;Box Culvert;LRP001b;.;2;A;117840;Osmani Biman Bandar Road;1.39;11;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;24.90159547;91.86911552;interpolate
Z2809;1.91;Box Culvert;LRP001c;.;13.4;A;117841;Osmani Biman Bandar Road;1.91;11;2006;2;Sylhet;Sylhet;Sylhet;Sylhet;24.90749286;91.87074854;interpolate
Z2809;2.2;Box Culvert;LRP002a;.;13.4;A;117842;Osmani Biman Bandar Road;2.2;11;2005;2;Sylhet;Sylhet;Sylhet;Sylhet;24.90996264;91.87164263;interpolate
Z2809;2.36;Box Culvert;LRP002b;.;13.4;A;117843;Osmani Biman Bandar Road;2.36;11;2005;2;Sylhet;Sylhet;Sylhet;Sylhet;24.91132527;91.87213592;interpolate
Z2809;2.51;Box Culvert;LRP002c;.;5;A;117844;Osmani Biman Bandar Road;2.51;11;1997;1;Sylhet;Sylhet;Sylhet;Sylhet;24.91260275;91.87259839;interpolate
Z2809;2.99;Box Culvert;LRP002e;.;20;A;117846;Osmani Biman Bandar Road;2.99;11;2005;3;Sylhet;Sylhet;Sylhet;Sylhet;24.91664989;91.87323918;interpolate
Z2809;3.53;Box Culvert;LRP003a;.;3.7;A;117847;Osmani Biman Bandar Road;3.53;11;1999;1;Sylhet;Sylhet;Sylhet;Sylhet;24.92096357;91.87248659;interpolate
Z2810;0.11;Box Culvert;LRPSa;.;6.9;A;117369;Companiganj-Chhatak Road;0.11;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.08325894;91.75415095;interpolate
Z2810;1.33;Box Culvert;LRP001a;.;6.9;A;117370;Companiganj-Chhatak Road;1.33;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.07822654;91.74390643;interpolate
Z2810;1.84;PC Girder Bridge;LRP001b;.;93.8;A;117371;Companiganj-Chhatak Road;1.84;7.5;2003;3;Sylhet;Sylhet;Sylhet;Sylhet;25.07528667;91.74072416;interpolate
Z2810;2.6;Box Culvert;LRP002a;.;13.1;A;117372;Companiganj-Chhatak Road;2.6;8;2002;2;Sylhet;Sylhet;Sylhet;Sylhet;25.06909152;91.73808908;interpolate
Z2810;2.85;Box Culvert;LRP002b;.;13.1;A;117373;Companiganj-Chhatak Road;2.85;8;2002;2;Sylhet;Sylhet;Sylhet;Sylhet;25.0684852;91.7357769;interpolate
Z2810;3.4;Box Culvert;LRP003a;.;20.2;A;117374;Companiganj-Chhatak Road;3.4;8;2002;3;Sylhet;Sylhet;Sylhet;Sylhet;25.06639154;91.73081282;interpolate
Z2810;3.8;Box Culvert;LRP003b;.;7;A;117375;Companiganj-Chhatak Road;3.8;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06543199;91.72705297;interpolate
Z2810;5.33;Box Culvert;LRP005a;.;10.2;A;117376;Companiganj-Chhatak Road;5.33;8;2002;2;Sylhet;Sylhet;Sylhet;Sylhet;25.06356259;91.71192716;interpolate
Z2810;6.06;Box Culvert;LRP006a;.;7;A;117377;Companiganj-Chhatak Road;6.06;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06641918;91.70826273;interpolate
Z2810;6.29;Box Culvert;LRP006b;.;7;A;117378;Companiganj-Chhatak Road;6.29;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06648262;91.70432782;interpolate
Z2810;6.38;Box Culvert;LRP006c;.;7;A;117379;Companiganj-Chhatak Road;6.38;8;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06647512;91.70298342;interpolate
Z2810;7.27;Box Culvert;LRP007a;.;10.2;A;117380;Companiganj-Chhatak Road;7.27;8;2002;2;Sylhet;Sylhet;Sylhet;Sylhet;25.05656921;91.69975084;interpolate
Z2810;7.71;Box Culvert;LRP007b;.;7;A;117381;Companiganj-Chhatak Road;7.71;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.0536052;91.69826384;interpolate
Z2810;8.88;Box Culvert;LRP008c;.;7;A;117382;Companiganj-Chhatak Road;8.88;8;2005;1;Sylhet;Sylhet;Sylhet;Sylhet;25.0443931;91.68853379;interpolate
Z2810;9.57;Box Culvert;LRP009a;.;7;A;117383;Companiganj-Chhatak Road;9.57;8;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.04018205;91.68439817;interpolate
Z2810;10.02;RCC Bridge;LRP010a;.;10;A;117384;Companiganj-Chhatak Road;10.02;7.5;2002;1;Sylhet;Sylhet;Sylhet;Sylhet;25.03963978;91.68036408;interpolate
Z2811;2.47;Box Culvert;LRP002a;.;1;A;117460;Dowarabazar-Sunamganj Road;2.47;4;1994;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.05120568;91.54353646;interpolate
Z2811;3.81;Box Culvert;LRP002c;.;4;A;117461;Dowarabazar-Sunamganj Road;3.81;4;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.05055254;91.53033068;interpolate
Z2811;4.05;Box Culvert;LRP003a;.;8;A;117462;Dowarabazar-Sunamganj Road;4.05;4;1992;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.04932474;91.52934743;interpolate
Z2811;6.06;RCC Girder Bridge;LRP005a;.;55.6;A;117465;Dowarabazar-Sunamganj Road;6.06;4.7;2000;3;Sylhet;Sylhet;Sunamganj;Sunamganj;25.05800396;91.51620174;interpolate
Z2811;7.76;Box Culvert;LRP013h;.;1.8;A;117629;Dowarabazar-Sunamganj Road;7.76;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06635184;91.50318748;interpolate
Z2811;9.9;Box Culvert;LRP009a;.;7;A;117467;Dowarabazar-Sunamganj Road;9.9;4;1992;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06661937;91.48339656;interpolate
Z2811;10.38;Box Culvert;LRP010a;.;5;A;117468;Dowarabazar-Sunamganj Road;10.38;4;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06669858;91.4791868;interpolate
Z2811;10.45;Box Culvert;LRP010b;.;10;A;117469;Dowarabazar-Sunamganj Road;10.45;4;1993;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06671469;91.47853055;interpolate
Z2811;10.78;Box Culvert;LRP010c;.;10;A;117470;Dowarabazar-Sunamganj Road;10.78;4;1993;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06689785;91.47512434;interpolate
Z2811;12.42;Slab Culvert;LRP012a;.;1.8;A;117472;Dowarabazar-Sunamganj Road;12.42;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06636805;91.46181002;interpolate
Z2811;13.04;Box Culvert;LRP012d;.;1.8;A;117474;Dowarabazar-Sunamganj Road;13.04;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06899717;91.45595981;interpolate
Z2811;13.09;Slab Culvert;LRP012e;.;1.8;A;117475;Dowarabazar-Sunamganj Road;13.09;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06920277;91.45573594;interpolate
Z2811;13.13;Box Culvert;LRP012f;.;1.8;A;117476;Dowarabazar-Sunamganj Road;13.13;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06936724;91.45555685;interpolate
Z2811;13.24;Box Culvert;LRP012g;.;3.5;A;117477;Dowarabazar-Sunamganj Road;13.24;4;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.06981954;91.45506435;interpolate
Z2811;13.34;Box Culvert;LRP013a;.;1.8;A;117478;Dowarabazar-Sunamganj Road;13.34;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07029131;91.45449889;interpolate
Z2811;13.37;Box Culvert;LRP013b;.;1.8;A;117479;Dowarabazar-Sunamganj Road;13.37;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07046516;91.45426646;interpolate
Z2811;13.43;Slab Culvert;LRP013c;.;1.8;A;117480;Dowarabazar-Sunamganj Road;13.43;8.6;1985;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07081284;91.4538016;interpolate
Z2811;13.45;Box Culvert;LRP013d;.;1.8;A;117481;Dowarabazar-Sunamganj Road;13.45;8.4;1994;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07092874;91.45364665;interpolate
Z2811;13.52;Box Culvert;LRP013e;.;1.8;A;117482;Dowarabazar-Sunamganj Road;13.52;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07133437;91.45310431;interpolate
Z2811;13.57;Box Culvert;LRP013f;.;1.8;A;117483;Dowarabazar-Sunamganj Road;13.57;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07162411;91.45271693;interpolate
Z2811;13.64;Box Culvert;LRP013g;.;1.8;A;117628;Dowarabazar-Sunamganj Road;13.64;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07202975;91.4521746;interpolate
Z2811;13.86;Slab Culvert;LRP013i;.;1.8;A;117630;Dowarabazar-Sunamganj Road;13.86;8.6;1995;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07321554;91.45048125;interpolate
Z2811;14.11;Box Culvert;LRP013k;.;7;A;117632;Dowarabazar-Sunamganj Road;14.11;5.5;1993;2;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07382656;91.44866296;interpolate
Z2811;14.4;Slab Culvert;LRP014a;.;1.8;A;117633;Dowarabazar-Sunamganj Road;14.4;8.6;1993;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07446946;91.44550503;interpolate
Z2811;14.41;Box Culvert;LRP014b;.;1.8;A;117634;Dowarabazar-Sunamganj Road;14.41;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07449163;91.44539613;interpolate
Z2811;14.56;Box Culvert;LRP014c;.;1.8;A;117635;Dowarabazar-Sunamganj Road;14.56;8.6;1999;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07448756;91.44389388;interpolate
Z2811;14.86;Box Culvert;LRP014d;.;1.8;A;117636;Dowarabazar-Sunamganj Road;14.86;8.6;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.07522631;91.44106119;interpolate
Z2812;0.82;RCC Girder Bridge;LRPSa;.;20;A;117484;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;0.82;4.6;1990;3;Sylhet;Sylhet;Sylhet;Golapganj;24.85247141;92.15153186;interpolate
Z2812;0.82;RCC Girder Bridge;LRPSa;;19.2;A;120838;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;0.82;;;;Sylhet;Sylhet;Sylhet;Golapganj;24.85247141;92.15153186;interpolate
Z2812;1.27;Box Culvert;LRP001a;.;1.5;A;117485;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;1.27;7.6;1986;1;Sylhet;Sylhet;Sylhet;Golapganj;24.85109634;92.14784704;interpolate
Z2812;2;Box Culvert;LRP002a;.;3;A;117486;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;2;4;1991;1;Sylhet;Sylhet;Sylhet;Golapganj;24.8506389;92.1409719;interpolate
Z2812;2.59;Box Culvert;LRP002b;.;3;A;117487;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;2.59;4;1991;1;Sylhet;Sylhet;Sylhet;Golapganj;24.85019848;92.13556867;interpolate
Z2812;2.88;Box Culvert;LRP002c;.;1.5;A;117488;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;2.88;7.6;1989;1;Sylhet;Sylhet;Sylhet;Golapganj;24.85138543;92.13390293;interpolate
Z2812;3.18;Box Culvert;LRP003a;.;6;A;117489;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;3.18;4;1992;1;Sylhet;Sylhet;Sylhet;Golapganj;24.85351684;92.13286813;interpolate
Z2812;4.05;Box Culvert;LRP004a;.;7.5;A;117490;Beanibazar (Bairagirbazar)-Kurerbazar-Budbaribazar-Badepasha Union-Golapganj (Sharifganj)-Fenchuganj Road;4.05;4.6;1992;2;Sylhet;Sylhet;Sylhet;Golapganj;24.85241883;92.12548693;interpolate
Z2813;0.27;Box Culvert;LRPSa;.;6.5;A;117403;Sunamganj-Tekerhat-Badaghat-Tahirpur Road;0.27;4;1992;1;Sylhet;Sylhet;Sunamganj;Sunamganj;25.1208327;91.3106111;interpolate
Z2822;0.113;Box Culvert;LRPSa;CHATAIGOR BOX CULVERT;7.1;A;107733;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;0.113;4.7;1993;2;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.51188192;92.02776373;interpolate
Z2822;1.015;Box Culvert;LRP001a;BARKCPON BOX CULVERT;1.5;A;107736;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;1.015;7.8;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.50499489;92.02427582;interpolate
Z2822;1.266;Box Culvert;LRP001b;BARKAPON BOX CULVERT;1.2;A;107738;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;1.266;6.8;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.50490935;92.02425442;interpolate
Z2822;1.669;RCC Girder Bridge;LRP001c;ABDUIPUR RCC GIRDER;22.3;A;107741;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;1.669;4.8;1989;2;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.50041162;92.02067296;interpolate
Z2822;2.835;Baily with Steel Deck;LRP002a;VATATGRAM BAILY WIT STEEL;43.4;A;107748;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;2.835;3.3;1993;3;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.49114603;92.01537372;interpolate
Z2822;3.423;Box Culvert;LRP003a;PAL GRAM BOX CULVERT;1.5;A;107750;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;3.423;4.7;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.48694821;92.01218277;interpolate
Z2822;5.53;Box Culvert;LRP005a;RAUT GRAM BOX CULVERT;1.5;A;107753;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;5.53;4.7;1998;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.47296079;92.00001003;interpolate
Z2822;5.819;Box Culvert;LRP005b;RAUT GRAM BOX CULVERT;1.5;A;107754;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;5.819;4.7;1997;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.47081459;91.99824055;interpolate
Z2822;6.897;Box Culvert;LRP007a;MON RAJ BOX CULVERT;1.5;A;107756;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;6.897;4.8;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.46139058;91.99504281;interpolate
Z2822;7.136;Box Culvert;LRP007b;MONRAJ BOX CULVERT;1.5;A;107758;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;7.136;4.7;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.45937274;91.99442709;interpolate
Z2822;8.16;Box Culvert;LRP008a;RABIR BAZAR BOX CULVERT;1.5;A;107759;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;8.16;4.7;1993;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.45032614;91.99197394;interpolate
Z2822;8.745;Box Culvert;LRP008c;RABIR BAZAR BOX CULVERT;1.5;A;107762;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;8.745;8;1998;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.44501279;91.99106174;interpolate
Z2822;8.895;Box Culvert;LRP009a;BIJLI BOX CULVERT;1;A;107763;Kulaura-Prithmpasha-Hazipur-Sharifpur RoadRoad;8.895;5.6;1998;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.44363918;91.99082708;interpolate
